id_article,author,year,author_
conf/iceis/AlmeidaSBC20,jorge silva,2020,jorge contreras silva
conf/icarsc/MatamorosSO15,jorge luis ortega arjona,2015,jorge luis ortega arjona
conf/lanmr/PulidoOG19,jorge luis ortega arjona,2019,jorge luis ortega arjona
journals/cmmm/Perez-GonzalezC20,jorge luis perez gonzalez,2020,jorge luis perez gonzalez
journals/cin/Barbara-Morales20,jorge luis perez gonzalez,2020,jorge luis perez gonzalez
conf/icmv/BarretoHFP19,jorge luis perez gonzalez,2019,jorge luis perez gonzalez
conf/embc/Perez-GonzalezA19,jorge luis perez gonzalez,2019,jorge luis perez gonzalez
conf/smc/Perez-GonzalezF17,jorge luis perez gonzalez,2017,jorge luis perez gonzalez
conf/miccai/Perez-GonzalezM20,jorge luis perez gonzalez,2020,jorge luis perez gonzalez
journals/complexity/ZapotecatlRG17,jorge zapotecatl,2017,jorge luis zapotecatl
conf/worldcist/PitarmaCJ16,luis jorge,2016,jorge luis zapotecatl
journals/jaihc/GonzalezZGAJ20,jorge l. zapotecatl,2020,jorge luis zapotecatl
conf/isami/GonzalezZAJG18,jorge l. zapotecatl,2018,jorge luis zapotecatl
journals/remotesensing/MoknatianPG17,jorge gonzalez,2017,jorge perez gonzalez
journals/csda/GonzalezBQ15,jorge gonzalez,2015,jorge perez gonzalez
journals/corr/abs-2008-10802,jorge gonzalez,2020,jorge perez gonzalez
journals/tgis/MoknatianPMG19,jorge gonzalez,2019,jorge perez gonzalez
conf/ivs/NaranjoJGVGC20,jorge gonzalez,2020,jorge perez gonzalez
conf/icecsys/GonzalezOA16,jorge gonzalez,2016,jorge perez gonzalez
conf/memsys/AndersonGGAB18,jorge gonzalez,2018,jorge perez gonzalez
conf/icspcs/GonzalezGB19,jorge gonzalez,2019,jorge perez gonzalez
conf/sbac-pad/GonzalezGHPBR0G20,jorge gonzalez,2020,jorge perez gonzalez
conf/dcai/ParraPG20b,jorge gonzalez,2020,jorge perez gonzalez
conf/dcai/ParraPG20,jorge gonzalez,2020,jorge perez gonzalez
conf/dcai/ParraPG20a,jorge gonzalez,2020,jorge perez gonzalez
conf/dcai/ParraPG20c,jorge gonzalez,2020,jorge perez gonzalez
conf/sarnoff/GonzalezCB19,jorge gonzalez,2019,jorge perez gonzalez
journals/tie/HuertaPCR18,jorge perez,2018,jorge perez gonzalez
journals/ram/UnhelkarDBLPSBT18,jorge perez,2018,jorge perez gonzalez
conf/iecon/HuertaPMR16,jorge perez,2016,jorge perez gonzalez
conf/iecon/ToroPCR16,jorge perez,2016,jorge perez gonzalez
conf/isie/PerezCPSG16,jorge perez,2016,jorge perez gonzalez
conf/icit2/PerezCSG15,jorge perez,2015,jorge perez gonzalez
conf/wise/BennacerBGPQ17,jorge galicia,2017,jorge urrutia galicia
conf/dolap/ZouaghiMGBA20,jorge galicia,2020,jorge urrutia galicia
conf/f-egc/SeghouaniBGPQ18,jorge galicia,2018,jorge urrutia galicia
conf/dexa/GaliciaMB019,jorge galicia,2019,jorge urrutia galicia
conf/medi/KhelilMGS19,jorge galicia,2019,jorge urrutia galicia
conf/dawak/GaliciaMB19,jorge galicia,2019,jorge urrutia galicia
journals/endm/NakamotoKMU18,jorge urrutia,2018,jorge urrutia galicia
journals/ipl/AichholzerADMFP18,jorge urrutia,2018,jorge urrutia galicia
journals/ipl/Aldana-GalvanAC19,jorge urrutia,2019,jorge urrutia galicia
journals/jip/KranakisU20,jorge urrutia,2020,jorge urrutia galicia
journals/amc/Catana-SalazarO20,jorge urrutia,2020,jorge urrutia galicia
journals/comgeo/AichholzerMFHUV18,jorge urrutia,2018,jorge urrutia galicia
journals/comgeo/MonroyOHJPSSTU18,jorge urrutia,2018,jorge urrutia galicia
journals/comgeo/Aldana-GalvanAA20,jorge urrutia,2020,jorge urrutia galicia
journals/comgeo/Diaz-BanezHPSUV16,jorge urrutia,2016,jorge urrutia galicia
journals/comgeo/Alegria-Galicia18,jorge urrutia,2018,jorge urrutia galicia
journals/comgeo/AichholzerMGHHH15,jorge urrutia,2015,jorge urrutia galicia
journals/comgeo/BeregDMPRSUV15,jorge urrutia,2015,jorge urrutia galicia
journals/comgeo/AichholzerMHPRU19,jorge urrutia,2019,jorge urrutia galicia
journals/tcs/DobrevDHGKKNOSU15,jorge urrutia,2015,jorge urrutia galicia
journals/tcs/CzyzowiczDGKSU20,jorge urrutia,2020,jorge urrutia galicia
journals/gc/Cravioto-LagosG19,jorge urrutia,2019,jorge urrutia galicia
journals/gc/Aldana-GalvanAC20,jorge urrutia,2020,jorge urrutia galicia
journals/gc/JoerisUU15,jorge urrutia,2015,jorge urrutia galicia
journals/gc/AichholzerAGHLR16,jorge urrutia,2016,jorge urrutia galicia
journals/gc/CanoOHSTU15,jorge urrutia,2015,jorge urrutia galicia
journals/gc/CzyzowiczDJKKMP15,jorge urrutia,2015,jorge urrutia galicia
journals/mst/Alegria-Galicia19,jorge urrutia,2019,jorge urrutia galicia
journals/corr/abs-1708-01321,jorge urrutia,2017,jorge urrutia galicia
journals/corr/abs-2007-10139,jorge urrutia,2020,jorge urrutia galicia
journals/corr/AichholzerMFHUV15,jorge urrutia,2015,jorge urrutia galicia
journals/corr/abs-1802-03415,jorge urrutia,2018,jorge urrutia galicia
journals/corr/abs-2007-11863,jorge urrutia,2020,jorge urrutia galicia
journals/corr/abs-2002-10646,jorge urrutia,2020,jorge urrutia galicia
journals/corr/abs-1710-10888,jorge urrutia,2017,jorge urrutia galicia
journals/corr/Alegria-Galicia15,jorge urrutia,2015,jorge urrutia galicia
journals/corr/JoerisUU15,jorge urrutia,2015,jorge urrutia galicia
journals/corr/abs-1805-02570,jorge urrutia,2018,jorge urrutia galicia
journals/corr/abs-2006-15664,jorge urrutia,2020,jorge urrutia galicia
journals/corr/AichholzerAMPDF15,jorge urrutia,2015,jorge urrutia galicia
journals/corr/abs-1907-07441,jorge urrutia,2019,jorge urrutia galicia
journals/corr/Alegria-Galicia15a,jorge urrutia,2015,jorge urrutia galicia
journals/corr/abs-1708-06062,jorge urrutia,2017,jorge urrutia galicia
journals/eor/Aldana-GalvanCD20,jorge urrutia,2020,jorge urrutia galicia
journals/dam/BeregHKKLSSUV15,jorge urrutia,2015,jorge urrutia galicia
journals/dcg/OlaverriHTU16,jorge urrutia,2016,jorge urrutia galicia
journals/jco/BeregDFLPU16,jorge urrutia,2016,jorge urrutia galicia
conf/jcdcg/Urrutia15,jorge urrutia,2015,jorge urrutia galicia
conf/fct/Gonzalez-Aguilar19,jorge urrutia,2019,jorge urrutia galicia
conf/algosensors/CzyzowiczDGKSU17,jorge urrutia,2017,jorge urrutia galicia
conf/cccg/Aldana-GalvanAC16,jorge urrutia,2016,jorge urrutia galicia
conf/cccg/Aldana-GalvanAC17a,jorge urrutia,2017,jorge urrutia galicia
conf/cccg/Aldana-GalvanAA18,jorge urrutia,2018,jorge urrutia galicia
conf/cccg/Aldana-GalvanAC17,jorge urrutia,2017,jorge urrutia galicia
conf/cccg/ColemanKMOUV20,jorge urrutia,2020,jorge urrutia galicia
conf/latin/Perez-LanteroSU20,jorge urrutia,2020,jorge urrutia galicia
journals/cys/Franco-GalvanHE19,jose abel herrera camacho,2019,jose abel herrera camacho
journals/paapp/Hermosillo-Gomez19,jose angel hermosillo gomez,2019,jose angel hermosillo gomez
journals/epjds/MoralesSFPGCZRI16,jose a. morales,2016,jose antonio morales alvarez
journals/ijbc/Arancibia-Ibarra19,jose d. flores,2019,jose david flores penaloza
journals/jhir/AcharyaBCLMDAFB19,jose d. flores,2019,jose david flores penaloza
journals/ipl/AichholzerADMFP18,david flores penaloza,2018,jose david flores penaloza
journals/dc/AlcantaraCFR19,david flores penaloza,2019,jose david flores penaloza
journals/comgeo/AichholzerMFHUV18,david flores penaloza,2018,jose david flores penaloza
journals/corr/abs-2007-10139,david flores penaloza,2020,jose david flores penaloza
journals/corr/AichholzerMFHUV15,david flores penaloza,2015,jose david flores penaloza
journals/corr/AichholzerAMPDF15,david flores penaloza,2015,jose david flores penaloza
journals/corr/abs-1911-10610,david flores penaloza,2019,jose david flores penaloza
journals/jco/BeregDFLPU16,david flores penaloza,2016,jose david flores penaloza
conf/walcom/CorujoFHPS20,david flores penaloza,2020,jose david flores penaloza
conf/ipps/RajsbaumCFA17,david flores penaloza,2017,jose david flores penaloza
journals/remotesensing/FernandezPCGCD16,jose luis perez,2016,jose israel figueroa angulojose luis perez
journals/jap/NobaPYY18,jose luis perez,2018,jose israel figueroa angulojose luis perez
journals/jap/BaurdouxPPR16,jose luis perez,2016,jose israel figueroa angulojose luis perez
journals/jota/PerezYY18,jose luis perez,2018,jose israel figueroa angulojose luis perez
journals/siamco/Hernandez-Hernandez16,jose luis perez,2016,jose israel figueroa angulojose luis perez
journals/siamco/NobaPY20,jose luis perez,2020,jose israel figueroa angulojose luis perez
journals/siamco/PerezYB20,jose luis perez,2020,jose israel figueroa angulojose luis perez
journals/pieee/TantionglocMMKA17,jaime j. camacho,2017,jose jaime camacho escoto
journals/cys/Camacho-EscotoM17,jose jaime camacho escoto,2017,jose jaime camacho escoto
journals/sensors/GomezMC20,jose jaime camacho escoto,2020,jose jaime camacho escoto
journals/jirs/CastanedaG19,jose luis gordillo,2019,jose luis gordillo
journals/firai/Mendoza-CrespoT19,jose luis gordillo,2019,jose luis gordillo
journals/ijon/VillarrealOG16,jose luis gordillo,2016,jose luis gordillo
journals/sensors/Esparza-Jimenez16,jose luis gordillo,2016,jose luis gordillo
journals/ras/RodriguezCG20,jose luis gordillo,2020,jose luis gordillo
conf/bigdataconf/LuisC17,jose luis,2017,jose luis gordillo
conf/ehealth/StephensRMLGOM17,juan arturo herrera ortiz,2017,juan arturo herrera ortiz
journals/ipl/Aldana-GalvanAC19,juan carlos catana salazar,2019,juan carlos catana salazar
conf/cccg/Aldana-GalvanAC16,juan carlos catana salazar,2016,juan carlos catana salazar
journals/tits/EngelMB17,juan martin,2017,juan martin cardenas
journals/sensors/MartinKLB19,juan martin,2019,juan martin cardenas
journals/simods/AdcockC20,juan m. cardenas,2020,juan martin cardenas
journals/corr/abs-1908-01249,juan m. cardenas,2019,juan martin cardenas
journals/ieiceee/Rodriguez-Rodriguez15,juan ramon rodriguez rodriguez,2015,juan ramon rodriguez rodriguez
conf/blackseecom/PerezJL17,juan s. perez,2017,juan salvador perez lomeli
conf/avr/ViteVVLC18,juan salvador perez lomeli,2018,juan salvador perez lomeli
journals/smr/Ramirez-MoraOP20,juana patlan perez,2020,juana patlan perez
journals/linguamatica/Lopez-EscobedoS16,julian solorzano soto,2016,julian solorzano soto
journals/linguamatica/SierraSD17,julian solorzano soto,2017,julian solorzano soto
journals/linguamatica/Lopez-EscobedoS19,julian solorzano soto,2019,julian solorzano soto
journals/jql/Lopez-EscobedoS16,julian solorzano soto,2016,julian solorzano soto
conf/clef/SolorzanoMPLMS15,julian solorzano soto,2015,julian solorzano soto
journals/bspc/Rubio-AcostaSGF19,julio solano gonzalez,2019,julio solano gonzalez
conf/hicss/SaumaG17,julio gonzalez,2017,julio solano gonzalez
journals/ppl/VargasRR20,karla vargas,2020,karla vargas
conf/dsn/VargasR19,karla vargas,2019,karla vargas
conf/sss/RajsbaumRV20,karla vargas,2020,karla vargas
journals/rcs/DiazR18,katya rodriguez vazquez,2018,katya rodriguez vazquez
journals/rcs/Diaz-NacarR20,katya rodriguez vazquez,2020,katya rodriguez vazquez
journals/rcs/Romero-MontielR18,katya rodriguez vazquez,2018,katya rodriguez vazquez
journals/rcs/Mancera-GalvanL15,katya rodriguez vazquez,2015,katya rodriguez vazquez
conf/micai/Rodriguez-Vazquez18,katya rodriguez vazquez,2018,katya rodriguez vazquez
conf/micai/Romero-MontielR18,katya rodriguez vazquez,2018,katya rodriguez vazquez
conf/gecco/Rodriguez-Vazquez18,katya rodriguez vazquez,2018,katya rodriguez vazquez
conf/gecco/Mancera-GalvanG17,katya rodriguez vazquez,2017,katya rodriguez vazquez
journals/asc/GarroRV16,katya rodriguez,2016,katya rodriguez vazquez
conf/cec/GarroRV17,katya rodriguez,2017,katya rodriguez vazquez
conf/cec/GarroRV16,katya rodriguez,2016,katya rodriguez vazquez
conf/cacic/BarbuzzaDPERD17,leonardo dominguez,2017,leonardo ledesma dominguez
conf/worldcist/AmaroMDD19,leonardo dominguez,2019,leonardo ledesma dominguez
conf/worldcist/DAmatoPDRBS18,leonardo dominguez,2018,leonardo ledesma dominguez
journals/biodb/LedesmaSCEMMAGC18,leonardo ledesma,2018,leonardo ledesma dominguez
conf/ciarp/LedesmaOE19,leonardo ledesma,2019,leonardo ledesma dominguez
journals/cogsr/FroeseM18,linda r. manzanilla,2018,linda rosa manzanilla
journals/cmpb/Vargas-Quintero16,lorena vargas quintero,2016,lorena vargas quintero
conf/wea2/HerreraVC18,lorena vargas,2018,lorena vargas quintero
journals/jancl/Gonzalez-Huesca19,lourdes del carmen gonzalez huesca,2019,lourdes del carmen gonzalez huesca
conf/lsfa/Gonzalez-Huesca20,lourdes del carmen gonzalez huesca,2019,lourdes del carmen gonzalez huesca
conf/lanmr/Miranda-PereaGL19,lourdes del carmen gonzalez huesca,2019,lourdes del carmen gonzalez huesca
conf/lanmr/PulidoOG19,lourdes del carmen gonzalez huesca,2019,lourdes del carmen gonzalez huesca
conf/iwobi/SerratoBKER15,lucero roldan serrato,2015,lucero roldan serrato
journals/corr/abs-2012-07121,luis a. pineda,2020,luis alberto pineda cortes
journals/corr/abs-2009-13058,luis a. pineda,2020,luis alberto pineda cortes
journals/corr/abs-1803-10648,luis a. pineda,2018,luis alberto pineda cortes
journals/corr/abs-2009-10224,luis a. pineda,2020,luis alberto pineda cortes
journals/corr/abs-1903-10559,luis a. pineda,2019,luis alberto pineda cortes
conf/micai/Lopez-EscobedoC16,luis alberto pineda cortes,2016,luis alberto pineda cortes
conf/conielecomp/CortesMRMACHRC17,luis alberto pineda cortes,2017,luis alberto pineda cortes
journals/corr/PierreBPA16,luis aguilar,2016,luis daniel aguilar
conf/embc/Escamilla-Nunez20a,luis aguilar,2020,luis daniel aguilar
conf/embc/SongAY20,luis aguilar,2020,luis daniel aguilar
conf/ner/SongAHY19,luis aguilar,2019,luis daniel aguilar
conf/iberamia/AguilarA18,luis aguilar,2018,luis daniel aguilar
journals/midm/LinggWD16,luis duran arenas,2016,luis duran arenas
conf/hci/ArenasZDA15,luis arenas,2015,luis duran arenas
journals/corr/Fajardo-OrtizDM16,luis duran,2016,luis duran arenas
journals/corr/Fajardo-OrtizLD16,luis duran,2016,luis duran arenas
journals/corr/Fajardo-OrtizDM16a,luis duran,2016,luis duran arenas
conf/isaga/Atala-LayunDGHP16,luis duran,2016,luis duran arenas
journals/ijis/ChiclanaMPH18,luis g. perez,2018,luis german perez hernandez
journals/soco/PerezMCKH16,luis g. perez,2016,luis german perez hernandez
conf/fuzzIEEE/MataPCH15,luis g. perez,2015,luis german perez hernandez
journals/ijdsn/Arellano-Vazquez15,magali arellano vazquez,2015,magali arellano vazquez
conf/micai/Arellano-Vazquez20,magali arellano vazquez,2020,magali arellano vazquez
journals/corr/Fajardo-OrtizLD16,malaquias lopez cervantes,2016,malaquias lopez cervantes
journals/fgcs/DiazEGGM17,manuel garcia,2017,manuel campos garcia
journals/entropy/RodenasGAR15,manuel garcia,2015,manuel campos garcia
journals/sensors/AlarconGMVO19,manuel garcia,2019,manuel campos garcia
journals/tcns/GarciaNB20,manuel garcia,2020,manuel campos garcia
journals/cmpb/GarciaRAR16,manuel garcia,2016,manuel campos garcia
journals/complexity/RodenasGAR17,manuel garcia,2017,manuel campos garcia
conf/scsc/0002EDGG19,manuel garcia,2019,manuel campos garcia
conf/icai2/EspinosaGYMF20,manuel garcia,2020,manuel campos garcia
conf/amcc/GarciaBS19,manuel garcia,2019,manuel campos garcia
conf/icvs/GarciaVHO19,manuel garcia,2019,manuel campos garcia
conf/eenergy/GarciaB19,manuel garcia,2019,manuel campos garcia
conf/cinc/RodenasGRA18,manuel garcia,2018,manuel campos garcia
conf/cinc/GarciaRAR17,manuel garcia,2017,manuel campos garcia
conf/cinc/RodenasEMGHRA20,manuel garcia,2020,manuel campos garcia
conf/latincom/CernaGP18,manuel garcia,2018,manuel campos garcia
conf/robot/AcevedoGVRAO17,manuel garcia,2017,manuel campos garcia
conf/carla/CarvalhoGRCN17,manuel garcia,2017,manuel campos garcia
conf/gecon/EntrialgoD0GG17,manuel garcia,2017,manuel campos garcia
conf/spects/Diaz0EGG20,manuel garcia,2020,manuel campos garcia
conf/spects/0002EDGG19,manuel garcia,2019,manuel campos garcia
journals/artmed/IglesiasJC20,manuel campos,2020,manuel campos garcia
journals/artmed/JuarezOCC15,manuel campos,2015,manuel campos garcia
journals/artmed/CamposJSJNCP20,manuel campos,2020,manuel campos garcia
journals/pai/CasanovaCJFL18,manuel campos,2018,manuel campos garcia
journals/pai/Canovas-SeguraC16,manuel campos,2016,manuel campos garcia
journals/kbs/Canovas-SeguraN19,manuel campos,2019,manuel campos garcia
journals/jbi/NicolasCJCPM18,manuel campos,2018,manuel campos garcia
journals/jbi/Canovas-SeguraN19,manuel campos,2019,manuel campos garcia
conf/iwinac/IglesiasJCP15,manuel campos,2015,manuel campos garcia
conf/citi/Canovas-SeguraZ17,manuel campos,2017,manuel campos garcia
conf/caepia/NicolasCCJP16,manuel campos,2016,manuel campos garcia
conf/caepia/FajfarCPCSM18,manuel campos,2018,manuel campos garcia
conf/caepia/Canovas-SeguraC16,manuel campos,2016,manuel campos garcia
conf/caepia/CamposGBRMG16,manuel campos,2016,manuel campos garcia
conf/cbms/Canovas-SeguraN19,manuel campos,2019,manuel campos garcia
conf/biostec/PalaciosCJCACMM16,manuel campos,2016,manuel campos garcia
conf/aime/Martinez-Carrasco19,manuel campos,2019,manuel campos garcia
conf/aime/Canovas-SeguraN19,manuel campos,2019,manuel campos garcia
conf/aime/CasanovaCJFL15,manuel campos,2015,manuel campos garcia
conf/iwbbio/PujanteCJCN20,manuel campos,2020,manuel campos garcia
conf/igarss/Moreno-Martinez20,manuel campos,2020,manuel campos garcia
conf/ichi/ZerbatoOCCJ15,manuel campos,2015,manuel campos garcia
conf/ichi/Canovas-SeguraZ17,manuel campos,2017,manuel campos garcia
conf/ijcai/JuarezCLC18,manuel campos,2018,manuel campos garcia
journals/iet-bmt/Juarez-Sandoval18,manuel cedillo hernandez,2018,manuel cedillo hernandez
journals/jvcir/Cedillo-Hernandez18,manuel cedillo hernandez,2018,manuel cedillo hernandez
journals/sivp/Cedillo-Hernandez15,manuel cedillo hernandez,2015,manuel cedillo hernandez
journals/access/Fragoso-Navarro18,manuel cedillo hernandez,2018,manuel cedillo hernandez
journals/mta/Juarez-Sandoval18,manuel cedillo hernandez,2018,manuel cedillo hernandez
journals/ieicet/HernandezHGNP15,manuel cedillo hernandez,2015,manuel cedillo hernandez
journals/ieicet/Cedillo-Hernandez16,manuel cedillo hernandez,2016,manuel cedillo hernandez
journals/bspc/Cedillo-Hernandez20,manuel cedillo hernandez,2020,manuel cedillo hernandez
conf/iceee/Fierro-RadillaT15,manuel cedillo hernandez,2015,manuel cedillo hernandez
conf/iwbf/Fierro-RadillaN19,manuel cedillo hernandez,2019,manuel cedillo hernandez
conf/iwbf/Juarez-Sandoval17a,manuel cedillo hernandez,2017,manuel cedillo hernandez
conf/iwbf/Rangel-Espinoza19,manuel cedillo hernandez,2019,manuel cedillo hernandez
conf/iwbf/Juarez-Sandoval17,manuel cedillo hernandez,2017,manuel cedillo hernandez
conf/iwbf/Vega-HernandezC19,manuel cedillo hernandez,2019,manuel cedillo hernandez
conf/somet/Sotelo-GarridoN17,manuel cedillo hernandez,2017,manuel cedillo hernandez
conf/conielecomp/Sanchez-OrtizFA17,manuel cedillo hernandez,2017,manuel cedillo hernandez
conf/tsp/Rosales-RoldanC15,manuel cedillo hernandez,2015,manuel cedillo hernandez
conf/tsp/Juarez-Sandoval16,manuel cedillo hernandez,2016,manuel cedillo hernandez
conf/ieaaie/Cedillo-Hernandez16,manuel cedillo hernandez,2016,manuel cedillo hernandez
journals/corr/abs-1810-02254,manuel hernandez,2018,manuel cedillo hernandez
conf/ipsn/SchmitzHM16,manuel hernandez,2016,manuel cedillo hernandez
conf/icc/SchmitzBHM17,manuel hernandez,2017,manuel cedillo hernandez
conf/ifip11-9/AggarwalDKMGHPR19,manuel hernandez,2019,manuel cedillo hernandez
conf/aina/MarroquinCH16,manuel hernandez,2016,manuel cedillo hernandez
journals/icga/Lopez-Michelone20,manuel cristobal lopez michelone,2020,manuel cristobal lopez michelone
journals/jocch/FloresGDNSAN19,maria del pilar angeles,2019,maria del pilar angeles
conf/cibse/Morales-Trujillo18a,maria del pilar angeles,2018,maria del pilar angeles
conf/seke/Morales-Trujillo18,maria del pilar angeles,2018,maria del pilar angeles
journals/jca/GuzmanLA15,maria e. larraga,2015,maria elena larraga ramirez
conf/ems/GuzmanLAH15,maria e. larraga,2015,maria elena larraga ramirez
journals/sensors/PerezGD16,maria martinez perez,2016,maria elena martinez perez
journals/sensors/PerezGD17,maria martinez perez,2017,maria elena martinez perez
journals/sensors/PerezDG18,maria martinez perez,2018,maria elena martinez perez
journals/sensors/PerezGD16a,maria martinez perez,2016,maria elena martinez perez
conf/aina/PerezGHHD16,maria martinez perez,2016,maria elena martinez perez
conf/ucami/PerezDBG19,maria martinez perez,2019,maria elena martinez perez
conf/icmv/Martinez-PerezP19,m. elena martinez perez,2019,maria elena martinez perez
conf/amia/Martinez-Castellanos15,m. elena martinez perez,2015,maria elena martinez perez
conf/seke/Morales-Trujillo18,guadalupe ibarguengoitia gonzalez,2018,maria guadalupe elena ibarguengoitia gonzalez
journals/neuroimage/MateosSBBAM20,maria julieta mateos,2020,maria julieta mateos
conf/mammo/MateosGMB16,maria julieta mateos,2016,maria julieta mateos
journals/ivc/RodriguezOMM16,mario rodriguez,2016,mario rodriguez manzanera
journals/tcyb/RodriguezOMM17,mario rodriguez,2017,mario rodriguez manzanera
journals/corr/Ha-ThucVRSSG16,mario rodriguez,2016,mario rodriguez manzanera
conf/ibpria/RodriguezMHO15,mario rodriguez,2015,mario rodriguez manzanera
conf/ibpria/RodriguezOM17,mario rodriguez,2017,mario rodriguez manzanera
conf/icpr/OrriteRM16,mario rodriguez,2016,mario rodriguez manzanera
conf/cvpr/RodriguezOMM17,mario rodriguez,2017,mario rodriguez manzanera
conf/bigdataconf/Ha-ThucVRSSG15,mario rodriguez,2015,mario rodriguez manzanera
conf/webi/RameshRG17,mario rodriguez,2017,mario rodriguez manzanera
conf/igarss/IwasakiR17,mario rodriguez,2017,mario rodriguez manzanera
conf/visapp/OrriteSRHC15,mario rodriguez,2015,mario rodriguez manzanera
journals/sensors/GomezMC20,martha montes de oca,2020,martha montes de oca
journals/corr/abs-2001-06190,martha mora torres,2020,martha mora torres
conf/wob/TorresS18,martha torres,2018,martha mora torres
journals/bspc/Rubio-AcostaSGF19,martin fuentes cruz,2019,martin fuentes cruz
conf/iceee/DiazVFDA16,martin fuentes,2016,martin fuentes cruz
journals/ipl/Aldana-GalvanAC19,mazay jimenez salinas,2019,mazay jimenez salinas
conf/cccg/Aldana-GalvanAC16,mazay jimenez salinas,2016,mazay jimenez salinas
journals/access/Marcelin-Jimenez20,michael pascoe chalke,2020,michael pascoe chalke
journals/wicomm/Rodriguez-Colina20,michael pascoe chalke,2020,michael pascoe chalke
journals/mis/GarciaGLRP17,michael pascoe chalke,2017,michael pascoe chalke
journals/ras/CaroCPQPSHR20,miguel a. padilla,2020,miguel angel padilla castaneda
conf/cinc/TorresRP20,miguel a. padilla,2020,miguel angel padilla castaneda
conf/embc/Azpiroz-LeehanL16,miguel cadena mendez,2016,miguel cadena mendez
conf/embc/AngelLLRMAAGRMM19,miguel cadena mendez,2019,miguel cadena mendez
conf/embc/Azpiroz-LeehanL15,miguel cadena mendez,2015,miguel cadena mendez
journals/amc/BenyiMRW19,miguel mendez,2019,miguel cadena mendez
journals/corr/abs-1811-10705,miguel mendez,2018,miguel cadena mendez
journals/ajc/BenyiRM20,miguel mendez,2020,miguel cadena mendez
journals/cai/TrujilloOQE18,miguel morales trujillo,2018,miguel ehecatl morales trujillo
conf/chiplay/McKenzieTH19,miguel morales trujillo,2019,miguel ehecatl morales trujillo
conf/icse/GilsonTM20,miguel morales trujillo,2020,miguel ehecatl morales trujillo
conf/iceis/TrujilloOP15a,miguel morales trujillo,2015,miguel ehecatl morales trujillo
conf/iceis/TrujilloOP15,miguel morales trujillo,2015,miguel ehecatl morales trujillo
journals/cleiej/Morales-Trujillo19,miguel ehecatl morales trujillo,2019,miguel ehecatl morales trujillo
journals/csi/Morales-Trujillo15,miguel ehecatl morales trujillo,2015,miguel ehecatl morales trujillo
conf/cibse/Morales-Trujillo18,miguel ehecatl morales trujillo,2018,miguel ehecatl morales trujillo
conf/cibse/Morales-Trujillo18a,miguel ehecatl morales trujillo,2018,miguel ehecatl morales trujillo
conf/seke/Morales-Trujillo18,miguel ehecatl morales trujillo,2018,miguel ehecatl morales trujillo
conf/fedcsis/Morales-Trujillo16,miguel ehecatl morales trujillo,2016,miguel ehecatl morales trujillo
conf/fedcsis/Morales-Trujillo18,miguel ehecatl morales trujillo,2018,miguel ehecatl morales trujillo
conf/fedcsis/Morales-Trujillo19,miguel ehecatl morales trujillo,2019,miguel ehecatl morales trujillo
conf/quatic/Morales-Trujillo18,miguel ehecatl morales trujillo,2018,miguel ehecatl morales trujillo
conf/sigsoft/Morales-Trujillo19,miguel ehecatl morales trujillo,2019,miguel ehecatl morales trujillo
conf/euromicro/EllermM20,miguel ehecatl morales trujillo,2020,miguel ehecatl morales trujillo
journals/sensors/OlmoHCT20,miguel hernandez,2020,miguel hernandez acosta
journals/chb/LerisSHB17,miguel hernandez,2017,miguel hernandez acosta
conf/mwscas/HernandezTNL20,miguel hernandez,2020,miguel hernandez acosta
conf/europar/UptonKTHE16,miguel hernandez,2016,miguel hernandez acosta
conf/teem/LerisSHB16,miguel hernandez,2016,miguel hernandez acosta
conf/cinc/HomsiMHQPQW16,miguel hernandez,2016,miguel hernandez acosta
conf/ucami/BordelAHR19,miguel hernandez,2019,miguel hernandez acosta
conf/micai/RamirezBHZ19,miguel a. hernandez,2019,miguel hernandez acosta
conf/sipaim/LopezC17,misael reyes lopez,2017,misael reyes lopez
conf/iceee/Acevedo-ContlaV17,monica vazquez hernandez,2017,monica vazquez hernandez
conf/iceee/PedroM18,monica vazquez hernandez,2018,monica vazquez hernandez
journals/ivc/Hernandez18,monica hernandez,2018,monica vazquez hernandez
journals/corr/abs-2006-06823,monica hernandez,2020,monica vazquez hernandez
journals/corr/abs-1807-04638,monica hernandez,2018,monica vazquez hernandez
journals/corr/abs-1807-11560,monica hernandez,2018,monica vazquez hernandez
journals/corr/abs-1807-05117,monica hernandez,2018,monica vazquez hernandez
journals/titb/Hernandez19,monica hernandez,2019,monica vazquez hernandez
journals/siamis/Hernandez19,monica hernandez,2019,monica vazquez hernandez
conf/isbi/Ramon-JulvezHMA20,monica hernandez,2020,monica vazquez hernandez
conf/bibm/MarinAHM18,monica hernandez,2018,monica vazquez hernandez
conf/bmvc/Hernandez15,monica hernandez,2015,monica vazquez hernandez
conf/iceee/DiazVFDA16,monica vazquez,2016,monica vazquez hernandez
journals/remotesensing/CamarrettaHLPDH20,neil davidson,2020,neil bruce davidson
conf/chi/DavidsonVBSGCBO17,neil davidson,2017,neil bruce davidson
conf/ccece/FerreiraSPBFJ18,neil bruce,2018,neil bruce davidson
journals/jvcir/BribiescaBCCM19,nidiyare hevia montiel,2019,nidiyare hevia montiel
journals/rcs/Carrillo-Bermejo18,nidiyare hevia montiel,2018,nidiyare hevia montiel
conf/ijcci/NavaRMFG15,nidiyare hevia montiel,2015,nidiyare hevia montiel
